cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	cluster_size	NSF_marker_count	NSForest_markers	binary_genes	donor_composition	donor_composition_alert_0.90	library_composition_alert_0.95	library_composition_over0.01	dominant_library_percentage	dominant_library_info	roi_composition	roi_composition_alert_0.95	cluster_median_level1.class_scANVI_AIT11.6_round1_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round1_entropy	cluster_median_level1.class_scANVI_AIT11.6_round2_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round2_entropy	cluster_median_level3.subclass_scANVI_AIT11.6_round2_entropy	cluster_median_doublet_score	cluster_median_pct_counts_mt	gene_counts	umi_counts	umi_gene_ratio
AIT117_112	IN_112		AIT117_327	STR VIP GABA	cluster							77	2	['SLCO2A1', 'AC006305.1']	['SLCO2A1', 'LINC01416', 'AC006305.1', 'NNMT', 'KCNG1', 'DCN', 'AL391832.4', 'AC092640.1', 'AL589693.1', 'CCK']	H18.30.001(0.3896)| H20.30.002(0.2468)| H20.30.001(0.2208)| H23.30.001(0.1429)| H19.30.004(0.0)	Balanced	Balanced	925_F03 (0.3247)|988_C05 (0.1948)|1482_A03 (0.1558)|1955_C06 (0.0909)|822_B01 (0.0390)|1959_C02 (0.0260)|1091_A05 (0.0260)|988_D05 (0.0130)|1036_B03 (0.0130)|930_E05 (0.0130)|1036_C03 (0.0130)|1042_B06 (0.0130)|1042_C06 (0.0130)|2016_C03 (0.0130)|2018_B01 (0.0130)|1110_B07 (0.0130)|847_C04 (0.0130)|988_E05 (0.0130)	0.3247	925_F03 (0.3247)|a total of 3479 cells in this dominant library	SN(0.3247)| CaT(0.2078)| GPi(0.1558)| Pu(0.1169)| PuPV(0.0909)| NAC(0.0909)| CaB(0.013)| GPeR(0.0)| GPeC(0.0)| GPe(0.0)| CaH(0.0)| PuC(0.0)| PuR(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.043	0.3562	5771	21517	3.73
AIT117_113	IN_113		AIT117_326	BN LAMP5 CXCL14 GABA	cluster							92	3	['SP8', 'DDR2', 'WIF1']	['SP8', 'LINC01416', 'AC006305.1', 'AC064875.1', 'DDR2', 'WIF1', 'CXCL14', 'CHRNA7', 'IL1RAPL2', 'SDK2']	H18.30.001(0.3043)| H23.30.001(0.2935)| H20.30.002(0.2391)| H20.30.001(0.163)| H19.30.004(0.0)	Balanced	Balanced	925_F03 (0.1957)|988_C05 (0.0978)|847_A04 (0.0435)|2018_E01 (0.0326)|930_C05 (0.0326)|1955_C06 (0.0326)|897_E03 (0.0326)|2012_B05 (0.0326)|2018_A01 (0.0326)|1482_A03 (0.0326)|2006_A05 (0.0217)|2006_B05 (0.0217)|930_B05 (0.0217)|2012_C05 (0.0217)|1959_A02 (0.0217)|1959_B02 (0.0217)|980_C02 (0.0217)|1959_C02 (0.0217)|988_D05 (0.0217)|988_E05 (0.0217)|1036_C03 (0.0217)|1036_A03 (0.0217)|1042_B06 (0.0217)|822_B01 (0.0217)|847_C04 (0.0109)|847_D04 (0.0109)|2018_C01 (0.0109)|2016_C03 (0.0109)|930_A05 (0.0109)|2013_A01 (0.0109)|930_D05 (0.0109)|1036_B03 (0.0109)|1042_A06 (0.0109)|1110_B07 (0.0109)|1091_A05 (0.0109)|960_B03 (0.0109)	0.1957	925_F03 (0.1957)|a total of 3479 cells in this dominant library	CaT(0.1957)| SN(0.1957)| NAC(0.1304)| CaH(0.1087)| PuC(0.0761)| PuPV(0.0652)| GPi(0.0652)| Pu(0.0543)| CaB(0.0543)| GPe(0.0435)| GPeR(0.0109)| GPeC(0.0)| PuR(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0.39	0.39	0	0.1557	5410.5	18792.5	3.47
AIT117_114	IN_114		AIT117_327	STR VIP GABA	cluster							65	3	['FREM2', 'TNFAIP8L3', 'PTGFR']	['HTR3A', 'FREM2', 'SLC17A8', 'TNFAIP8L3', 'ZNF385D-AS2', 'PTGFR', 'LINC01470', 'CLMP', 'GABRG1', 'TRPC4']	H18.30.001(0.5385)| H20.30.002(0.3077)| H20.30.001(0.0923)| H23.30.001(0.0615)| H19.30.004(0.0)	Balanced	Balanced	925_F03 (0.5385)|988_C05 (0.3077)|1482_A03 (0.0923)|2018_E01 (0.0308)|2012_B05 (0.0154)|1959_A02 (0.0154)	0.5385	925_F03 (0.5385)|a total of 3479 cells in this dominant library	SN(0.5385)| CaT(0.3385)| GPi(0.1077)| NAC(0.0154)| GPe(0.0)| CaH(0.0)| CaB(0.0)| GPeR(0.0)| GPeC(0.0)| PuC(0.0)| Pu(0.0)| PuPV(0.0)| PuR(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.093	0.7349	7476	39402	5.27
AIT117_120	IN_120		AIT117_333	BN LAMP5 LHX6 GABA	cluster							347	2	['ADGRG6', 'ITGA8']	['LINC01344', 'ADGRG6', 'AL136456.1', 'CA3', 'EYA4', 'ITGA8', 'PDGFD', 'CCBE1', 'SLC27A6', 'CHST9']	H23.30.001(0.3343)| H18.30.001(0.2651)| H20.30.002(0.245)| H20.30.001(0.1556)| H19.30.004(0.0)	Balanced	Balanced	988_C05 (0.2161)|925_F03 (0.1873)|1955_C06 (0.1412)|1482_A03 (0.1268)|2012_B05 (0.0403)|2013_B01 (0.0375)|1959_A02 (0.0346)|847_C04 (0.0288)|1110_B07 (0.0173)|988_E05 (0.0173)|1110_A07 (0.0173)|1042_A06 (0.0144)|1959_C02 (0.0115)|2016_A03 (0.0115)|2018_B01 (0.0115)	0.2161	988_C05 (0.2161)|a total of 5279 cells in this dominant library	CaT(0.2277)| GPi(0.219)| SN(0.1902)| Pu(0.1527)| NAC(0.0893)| PuPV(0.0576)| CaB(0.0231)| CaH(0.0173)| GPe(0.0086)| PuC(0.0058)| STH(0.0058)| GPeR(0.0029)| GPeC(0.0)| PuR(0.0)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0.06	0.3123	6258	27525	4.4
AIT117_122	IN_122		AIT117_333	BN LAMP5 LHX6 GABA	cluster							152	3	['SLC38A4', 'HTR7', 'COL4A1']	['SLC38A4', 'LINC02653', 'CHRDL1', 'TMEM255A', 'HTR7', 'COL4A1', 'CCK', 'RXFP1', 'CHST9', 'SLCO5A1']	H18.30.001(0.5197)| H20.30.002(0.4079)| H20.30.001(0.0526)| H23.30.001(0.0197)| H19.30.004(0.0)	Balanced	Balanced	925_F03 (0.5197)|988_C05 (0.3947)|1482_A03 (0.0395)|2012_B05 (0.0132)	0.5197	925_F03 (0.5197)|a total of 3479 cells in this dominant library	SN(0.5197)| CaT(0.3947)| GPi(0.0526)| Pu(0.0066)| PuR(0.0066)| NAC(0.0066)| GPeR(0.0066)| STH(0.0066)| GPeC(0.0)| CaB(0.0)| CaH(0.0)| GPe(0.0)| PuC(0.0)| PuPV(0.0)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0.0286	0.7619	6504	29496	4.54
AIT117_126	IN_126		AIT117_314	SN STH VTA Glut	cluster							69	3	['AP000829.1', 'ADAMTSL1', 'RNF220']	['AP000829.1', 'SLC5A11', 'ADAMTSL1', 'SEMA3C', 'MOBP', 'RNF220', 'TMEM144', 'ST18', 'NXPH1', 'ZNF804B']	H20.30.001(0.6377)| H23.30.001(0.3623)| H18.30.001(0.0)| H19.30.004(0.0)| H20.30.002(0.0)	Balanced	Balanced	994_C03 (0.5217)|2018_D01 (0.2609)|960_B03 (0.1159)|2016_A03 (0.0580)|2058_C03 (0.0290)|2012_A05 (0.0145)	0.5217	994_C03 (0.5217)|a total of 4714 cells in this dominant library	GPi(0.8406)| GPeR(0.1159)| SN(0.029)| GPe(0.0145)| CaT(0.0)| CaB(0.0)| CaH(0.0)| GPeC(0.0)| NAC(0.0)| PuC(0.0)| Pu(0.0)| PuPV(0.0)| PuR(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0.24	0	0	0	0.12	0.0602	3066	5726	1.87
AIT117_127	IN_127		AIT117_334	GP MEIS2 SOX6 GABA	cluster							164	3	['GPC3', 'AC113383.1', 'AL445123.2']	['GPC3', 'NPNT', 'AC113383.1', 'AL445123.2', 'OVCH1', 'CUX2', 'CDH13', 'FOXP2', 'ADARB2', 'CDH6']	H23.30.001(0.9024)| H20.30.001(0.0671)| H18.30.001(0.0183)| H20.30.002(0.0122)| H19.30.004(0.0)	Cautious	Balanced	2006_B05 (0.2805)|2018_C01 (0.1829)|2012_A05 (0.1707)|2013_A01 (0.1037)|960_B03 (0.0549)|2012_B05 (0.0549)|2016_A03 (0.0488)|2016_C03 (0.0366)|822_B01 (0.0122)|2018_D01 (0.0122)	0.2805	2006_B05 (0.2805)|a total of 6534 cells in this dominant library	GPe(0.7378)| GPi(0.128)| GPeR(0.0549)| PuPV(0.0488)| CaT(0.0122)| NAC(0.0122)| GPeC(0.0061)| CaB(0.0)| CaH(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.1149	0.0522	8342.5	48670.5	5.83
AIT117_128	IN_128		AIT117_334	GP MEIS2 SOX6 GABA	cluster							457	3	['CYP26B1', 'PRSS12', 'NXPH1']	['CYP26B1', 'AC093765.2', 'PRSS12', 'TRPC3', 'CUX2', 'NXPH1', 'CDH13', 'SOX6', 'CLSTN2', 'ARHGAP24']	H23.30.001(0.8972)| H20.30.001(0.0832)| H18.30.001(0.0131)| H20.30.002(0.0066)| H19.30.004(0.0)	Balanced	Balanced	2012_A05 (0.4464)|2006_B05 (0.2254)|2013_A01 (0.0941)|2018_C01 (0.0810)|960_B03 (0.0700)|2016_A03 (0.0263)	0.4464	2012_A05 (0.4464)|a total of 7367 cells in this dominant library	GPe(0.8468)| GPeR(0.07)| GPi(0.046)| PuPV(0.0175)| CaB(0.0066)| NAC(0.0066)| CaT(0.0044)| PuR(0.0022)| CaH(0.0)| GPeC(0.0)| Pu(0.0)| PuC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.08	0.0746	8635	54816	6.35
AIT117_129	IN_129		AIT117_334	GP MEIS2 SOX6 GABA	cluster							141	4	['CYP19A1', 'M1AP', 'PDE11A', 'AC110023.1']	['CYP19A1', 'M1AP', 'ANO2', 'PDE11A', 'CNGB1', 'AC110023.1', 'ST8SIA6', 'PROX1-AS1', 'PROX1', 'KCNH5']	H20.30.002(0.4043)| H23.30.001(0.3901)| H20.30.001(0.2057)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	988_C05 (0.4043)|1482_A03 (0.2057)|2012_B05 (0.1773)|2016_A03 (0.1702)|2013_B01 (0.0426)	0.4043	988_C05 (0.4043)|a total of 5279 cells in this dominant library	GPi(0.5957)| CaT(0.4043)| CaB(0.0)| CaH(0.0)| GPe(0.0)| GPeC(0.0)| GPeR(0.0)| NAC(0.0)| Pu(0.0)| PuC(0.0)| PuPV(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0714	0.2643	7828	42468	5.43
AIT117_130	IN_130		AIT117_334	GP MEIS2 SOX6 GABA	cluster							101	5	['AC093765.3', 'AL109930.1', 'MDFIC', 'CMTM8', 'STK32B']	['AC093765.3', 'AL109930.1', 'AL133166.1', 'MDFIC', 'CMTM8', 'STK32B', 'PROX1-AS1', 'THSD4', 'SOX6', 'GRAMD1C']	H23.30.001(0.7228)| H20.30.001(0.2079)| H20.30.002(0.0693)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	2012_B05 (0.3069)|1482_A03 (0.1881)|2016_A03 (0.1881)|2012_A05 (0.0792)|2013_B01 (0.0792)|988_C05 (0.0594)|2018_C01 (0.0396)|2013_A01 (0.0297)|960_B03 (0.0198)	0.3069	2012_B05 (0.3069)|a total of 6229 cells in this dominant library	GPi(0.7624)| GPe(0.1485)| CaT(0.0594)| GPeR(0.0198)| NAC(0.0099)| CaH(0.0)| CaB(0.0)| GPeC(0.0)| Pu(0.0)| PuC(0.0)| PuPV(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.1304	0.1358	8245	49242	5.97
AIT117_131	IN_131		AIT117_334	GP MEIS2 SOX6 GABA	cluster							85	5	['AL109930.1', 'OPRK1', 'SCN5A', 'KCNK13', 'HTR2A']	['AL109930.1', 'OPRK1', 'SCN5A', 'KCNK13', 'HTR2A', 'NPNT', 'STAC', 'PCDH19', 'GDA', 'RMST']	H23.30.001(0.5529)| H20.30.001(0.3882)| H20.30.002(0.0471)| H18.30.001(0.0118)| H19.30.004(0.0)	Balanced	Balanced	1482_A03 (0.3882)|2012_B05 (0.2471)|2016_A03 (0.1412)|2012_A05 (0.0588)|2013_B01 (0.0471)|988_C05 (0.0353)|2013_A01 (0.0235)|2058_C03 (0.0235)|2018_C01 (0.0118)|930_B05 (0.0118)|988_D05 (0.0118)	0.3882	1482_A03 (0.3882)|a total of 4968 cells in this dominant library	GPi(0.8235)| GPe(0.0941)| CaT(0.0471)| SN(0.0235)| PuC(0.0118)| CaH(0.0)| CaB(0.0)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| NAC(0.0)| PuPV(0.0)| PuR(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.1029	0.1229	7791	45634	5.86
AIT117_132	IN_132		AIT117_334	GP MEIS2 SOX6 GABA	cluster							124	3	['KLRG2', 'CACNG5', 'NPNT']	['KLRG2', 'AC002072.1', 'LINC02133', 'CACNG5', 'NDST4', 'NPNT', 'OVCH1', 'CUX2', 'RMST', 'SOX6']	H23.30.001(0.8387)| H20.30.001(0.1371)| H20.30.002(0.0242)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	2012_A05 (0.3871)|2012_B05 (0.2258)|1482_A03 (0.1048)|2016_A03 (0.0726)|2013_B01 (0.0565)|2018_C01 (0.0403)|2016_C03 (0.0323)|988_C05 (0.0161)|960_B03 (0.0161)|2013_A01 (0.0161)	0.3871	2012_A05 (0.3871)|a total of 7367 cells in this dominant library	GPi(0.4597)| GPe(0.4516)| PuPV(0.0403)| GPeR(0.0161)| CaT(0.0161)| NAC(0.0161)| CaB(0.0)| GPeC(0.0)| CaH(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.1146	0.1809	8094	44190	5.46
AIT117_133	IN_133		AIT117_334	GP MEIS2 SOX6 GABA	cluster							115	3	['CYP19A1', 'NR2E1', 'LINC00683']	['CFAP58', 'FREM3', 'CYP19A1', 'QRFPR', 'NR2E1', 'LINC00683', 'SCN5A', 'ESR1', 'CNGB1', 'NXPH2']	H20.30.002(0.5217)| H23.30.001(0.2522)| H20.30.001(0.2261)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	988_C05 (0.5217)|1482_A03 (0.2261)|2013_B01 (0.0870)|2012_B05 (0.0696)|2016_A03 (0.0696)|1959_A02 (0.0174)	0.5217	988_C05 (0.5217)|a total of 5279 cells in this dominant library	CaT(0.5217)| GPi(0.4522)| NAC(0.0174)| CaB(0.0087)| CaH(0.0)| GPeC(0.0)| GPe(0.0)| GPeR(0.0)| Pu(0.0)| PuC(0.0)| PuPV(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0857	0.1513	8328	58183	6.99
AIT117_134	IN_134		AIT117_335	GP SOX6 KCNA1 GABA	cluster							540	3	['FGF10-AS1', 'ASAH2', 'AC124254.2']	['FER1L6', 'FGF10', 'FGF10-AS1', 'ASAH2', 'AC124254.2', 'LYPD1', 'FBN2', 'MIR34AHG', 'SLC27A6', 'DNAI1']	H23.30.001(0.6741)| H20.30.001(0.3056)| H20.30.002(0.0148)| H18.30.001(0.0056)| H19.30.004(0.0)	Balanced	Balanced	2006_B05 (0.4204)|960_B03 (0.2630)|2012_A05 (0.1463)|2013_A01 (0.0852)|994_C03 (0.0352)|1036_C03 (0.0148)|2018_C01 (0.0130)	0.4204	2006_B05 (0.4204)|a total of 6534 cells in this dominant library	GPe(0.6648)| GPeR(0.263)| GPi(0.0444)| NAC(0.0167)| PuPV(0.0074)| GPeC(0.0037)| CaT(0.0)| CaH(0.0)| CaB(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0839	0.0434	8487	45560.5	5.37
AIT117_135	IN_135		AIT117_335	GP SOX6 KCNA1 GABA	cluster							329	3	['ASAH2', 'PVALB', 'CHRNA2']	['AC012355.1', 'AC026746.1', 'ASAH2', 'PVALB', 'CHRNA2', 'PPP1R1C', 'LINC00836', 'MIR34AHG', 'COL6A1', 'DNAI1']	H23.30.001(0.9514)| H20.30.001(0.0486)| H18.30.001(0.0)| H19.30.004(0.0)| H20.30.002(0.0)	Cautious	Balanced	2012_A05 (0.8237)|2018_C01 (0.0669)|988_E05 (0.0365)|2006_B05 (0.0243)|2013_A01 (0.0243)|960_B03 (0.0122)|2016_A03 (0.0122)	0.8237	2012_A05 (0.8237)|a total of 7367 cells in this dominant library	GPe(0.9392)| PuPV(0.0365)| GPeR(0.0122)| GPi(0.0122)| CaT(0.0)| CaB(0.0)| CaH(0.0)| GPeC(0.0)| NAC(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.05	0.0658	9794	70586	7.21
AIT117_136	IN_136		AIT117_336	BN MEIS2 GABA	cluster							381	6	['AC231759.2', 'NEK5', 'SCN5A', 'CNGB1', 'SLC5A8', 'NPNT']	['AC231759.2', 'NEK5', 'SCN5A', 'CNGB1', 'SLC5A8', 'NPNT', 'SLC22A10', 'GABRG1', 'GLRA3', 'PCED1B']	H23.30.001(0.4987)| H20.30.001(0.3333)| H20.30.002(0.1601)| H18.30.001(0.0079)| H19.30.004(0.0)	Balanced	Balanced	1482_A03 (0.3281)|2012_B05 (0.1286)|2018_C01 (0.1207)|2013_B01 (0.1181)|988_C05 (0.0997)|2013_A01 (0.0577)|1036_C03 (0.0499)|2016_A03 (0.0236)|2012_A05 (0.0131)|2013_C01 (0.0105)	0.3281	1482_A03 (0.3281)|a total of 4968 cells in this dominant library	GPi(0.5984)| GPe(0.1995)| CaT(0.1024)| NAC(0.0656)| CaB(0.0131)| PuPV(0.0052)| STH(0.0052)| SN(0.0052)| Pu(0.0026)| CaH(0.0026)| GPeC(0.0)| GPeR(0.0)| PuC(0.0)| PuR(0.0)| SN-VTA(0.0)	Balanced	0	0	0	0	0	0.0989	0.0753	8351	54801	6.56
AIT117_137	IN_137		AIT117_336	BN MEIS2 GABA	cluster							90	3	['C1QL1', 'NPY', 'PLEKHH2']	['CALCR', 'C1QL1', 'NPY', 'CBLN4', 'COL5A2', 'PLEKHH2', 'MIR31HG', 'NPFFR2', 'ZNF124', 'SIX3']	H23.30.001(0.7333)| H20.30.001(0.1444)| H20.30.002(0.1111)| H18.30.001(0.0111)| H19.30.004(0.0)	Balanced	Balanced	2018_C01 (0.1889)|2012_B05 (0.1444)|2012_A05 (0.1222)|1482_A03 (0.0778)|2013_A01 (0.0778)|1036_C03 (0.0778)|1042_C06 (0.0667)|2006_B05 (0.0556)|2016_B03 (0.0444)|2016_A03 (0.0444)|1042_A06 (0.0333)|2016_C03 (0.0222)|2013_B01 (0.0222)|2018_E01 (0.0111)|988_D05 (0.0111)	0.1889	2018_C01 (0.1889)|a total of 7029 cells in this dominant library	GPe(0.4444)| GPi(0.2889)| NAC(0.1778)| PuC(0.0444)| PuPV(0.0222)| CaT(0.0222)| CaH(0.0)| GPeR(0.0)| GPeC(0.0)| CaB(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0.24	0.24	0.24	0.14	0.0828	7951.5	49935	6.28
AIT117_138	IN_138		AIT117_336	BN MEIS2 GABA	cluster							66	4	['PLEKHH2', 'AL353604.1', 'CACNG5', 'AL592156.2']	['DNAH8', 'PLEKHH2', 'AL353604.1', 'CACNG5', 'AL592156.2', 'KCNH8', 'GLRA3', 'CFAP47', 'GABRG1', 'PCDH11Y']	H23.30.001(0.7727)| H20.30.001(0.1212)| H20.30.002(0.0909)| H18.30.001(0.0152)| H19.30.004(0.0)	Balanced	Balanced	2018_C01 (0.3182)|2012_B05 (0.2121)|1482_A03 (0.1061)|2013_A01 (0.0606)|2016_A03 (0.0606)|2006_B05 (0.0606)|1036_C03 (0.0455)|2012_A05 (0.0303)|988_C05 (0.0152)|2018_D01 (0.0152)|2013_B01 (0.0152)|988_D05 (0.0152)|930_B05 (0.0152)|822_B01 (0.0152)|994_C03 (0.0152)	0.3182	2018_C01 (0.3182)|a total of 7029 cells in this dominant library	GPe(0.4697)| GPi(0.4242)| NAC(0.0455)| CaT(0.0303)| PuC(0.0152)| PuPV(0.0152)| CaH(0.0)| GPeR(0.0)| GPeC(0.0)| CaB(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0.12	0.12	0.087	0.0626	6391.5	28398	4.44
AIT117_145	IN_145		AIT117_336	BN MEIS2 GABA	cluster							177	4	['CD36', 'SCN5A', 'PTH2R', 'SLC17A6']	['CD36', 'SCN5A', 'PTH2R', 'AP000829.1', 'CNGB1', 'SLC17A6', 'CCDC144NL-AS1', 'AC110023.1', 'SLC22A10', 'PTPRQ']	H20.30.001(0.6215)| H23.30.001(0.2373)| H20.30.002(0.1412)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	1482_A03 (0.6215)|988_C05 (0.1356)|2013_B01 (0.0791)|2012_B05 (0.0734)|2016_A03 (0.0734)	0.6215	1482_A03 (0.6215)|a total of 4968 cells in this dominant library	GPi(0.8475)| CaT(0.1356)| Pu(0.0056)| SN(0.0056)| STH(0.0056)| CaH(0.0)| CaB(0.0)| GPeR(0.0)| GPeC(0.0)| GPe(0.0)| NAC(0.0)| PuPV(0.0)| PuC(0.0)| PuR(0.0)| SN-VTA(0.0)	Balanced	0	0.24	0	0	0	0.1286	0.115	8017	50914	6.35
AIT117_154	IN_154		AIT117_337	STR SST ADARB2 GABA	cluster							109	2	['AC097512.1', 'WNT5A']	['AC097512.1', 'CALCR', 'WNT5A', 'QRFPR', 'AC093607.1', 'AC097467.3', 'NR2E1', 'RCAN3', 'LINC01776', 'EPHA3']	H20.30.001(0.4312)| H23.30.001(0.4037)| H20.30.002(0.1651)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	1482_A03 (0.4220)|2012_B05 (0.1835)|2016_A03 (0.1835)|988_C05 (0.1651)|2013_B01 (0.0275)	0.422	1482_A03 (0.422)|a total of 4968 cells in this dominant library	GPi(0.8165)| CaT(0.1651)| CaB(0.0092)| NAC(0.0092)| CaH(0.0)| GPeC(0.0)| GPe(0.0)| GPeR(0.0)| Pu(0.0)| PuC(0.0)| PuPV(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0.39	0	0	0.24	0.0882	0.1425	7986	49382	6.18
AIT117_155	IN_155		AIT117_323	NDB SI LHX6 LHX8 GBX1	cluster							137	2	['AC096570.1', 'RASGRP3']	['CORIN', 'TAFA4', 'AC096570.1', 'CASZ1', 'LINC02232', 'RASGRP3', 'CCBE1', 'STAC', 'NDST4', 'TCERG1L']	H23.30.001(0.7007)| H20.30.001(0.2993)| H18.30.001(0.0)| H19.30.004(0.0)| H20.30.002(0.0)	Balanced	Balanced	994_C03 (0.2701)|2016_C03 (0.2555)|2018_D01 (0.2263)|2016_A03 (0.0657)|2012_B05 (0.0511)|2012_A05 (0.0292)|1482_A03 (0.0219)|2006_B05 (0.0219)|2013_A01 (0.0219)|2018_C01 (0.0146)|2013_B01 (0.0146)	0.2701	994_C03 (0.2701)|a total of 4714 cells in this dominant library	GPi(0.6496)| PuPV(0.2555)| GPe(0.0876)| GPeR(0.0073)| CaT(0.0)| CaB(0.0)| CaH(0.0)| GPeC(0.0)| NAC(0.0)| Pu(0.0)| PuC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.14	0.0724	2714	5463	2.01
AIT117_156	IN_156		AIT117_323	NDB SI LHX6 LHX8 GBX1	cluster							77	3	['FBN2', 'STAC', 'OBI1-AS1']	['AL162493.1', 'CORIN', 'AC096570.1', 'FBN2', 'STAC', 'OBI1-AS1', 'HPSE2', 'TCERG1L', 'FAM189A2', 'LTBP1']	H20.30.001(0.9481)| H23.30.001(0.0519)| H18.30.001(0.0)| H19.30.004(0.0)| H20.30.002(0.0)	Cautious	Balanced	994_C03 (0.9481)|2012_B05 (0.0260)|2016_A03 (0.0260)	0.9481	994_C03 (0.9481)|a total of 4714 cells in this dominant library	GPi(1.0)| CaH(0.0)| CaB(0.0)| CaT(0.0)| GPe(0.0)| GPeC(0.0)| GPeR(0.0)| NAC(0.0)| Pu(0.0)| PuC(0.0)| PuPV(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Cautious	0	0.5	0	0.5	0.5	0.18	0.0429	2636	5351	2.03
AIT117_7_1_1	MSN_7_1_1		AIT117_338	STRd D2 Matrix	cluster							5906	4	['LINC01117', 'DRD2', 'PENK', 'CRYM']	['GPR6', 'ADORA2A', 'LINC01117', 'DRD2', 'PENK', 'CRYM', 'NNAT', 'COCH', 'GDA', 'OPRM1']	H20.30.002(0.3739)| H23.30.001(0.2624)| H20.30.001(0.2465)| H18.30.001(0.1172)| H19.30.004(0.0)	Balanced	Balanced	1036_A03 (0.1671)|1036_B03 (0.1235)|1955_B06 (0.0969)|1036_C03 (0.0953)|1091_A05 (0.0847)|1042_A06 (0.0760)|1955_C06 (0.0677)|1042_B06 (0.0667)|1042_C06 (0.0508)|1959_A02 (0.0452)|1959_C02 (0.0388)|822_A01 (0.0181)|930_A05 (0.0171)|847_B04 (0.0132)|847_A04 (0.0103)	0.1671	1036_A03 (0.1671)|a total of 10559 cells in this dominant library	NAC(0.7169)| CaH(0.1328)| Pu(0.1065)| PuR(0.0316)| CaB(0.0055)| GPe(0.0033)| GPeR(0.0012)| PuC(0.0007)| GPeC(0.0005)| PuPV(0.0004)| GPi(0.0004)| CaT(0.0003)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.24	0.02	0.1509	6062	22692	3.74
AIT117_7_1_2	MSN_7_1_2		AIT117_339	STRv D2 Shell	cluster							9164																					
AIT117_7_2	MSN_7_2		AIT117_339	STRv D2 Shell	cluster							565																					
AIT117_7_3	MSN_7_3		AIT117_339	STRv D2 Shell	cluster							1726																					
AIT117_7_4	MSN_7_4		AIT117_339	STRv D2 Shell	cluster							1888																					
